face_id,solid_index,surface_type,area,center_x,center_y,center_z,normal_x,normal_y,normal_z
239,63,6,0.026907,-4.237750,11.820330,-0.615257,0.000000,0.414025,0.910266
240,63,6,0.589493,-4.280418,11.962574,-0.856399,0.982548,-0.002729,-0.185988
241,63,6,0.026945,-4.330159,12.104996,-1.104122,0.000000,0.791855,-0.610709
242,64,6,0.589625,-4.305148,6.740332,-0.856401,-0.982422,0.000248,0.186675
243,64,6,0.026907,-4.243495,6.598106,-0.615256,0.000000,-0.383254,0.923643
244,64,6,0.589579,-4.286744,6.740353,-0.856375,0.982422,-0.000248,-0.186675
245,64,6,0.026945,-4.336987,6.882773,-1.104122,0.000000,-0.414901,-0.909867
246,65,6,0.589628,-4.305394,5.579120,-0.856400,-0.982417,0.000174,0.186701
247,65,6,0.026907,-4.243724,5.436895,-0.615256,0.000000,0.414028,0.910264
248,65,6,0.589583,-4.286990,5.579141,-0.856374,0.982417,-0.000174,-0.186701
249,65,6,0.026945,-4.337251,5.721561,-1.104122,0.000000,-0.414902,-0.909866
250,66,6,0.590168,-4.093082,-24.171043,-0.856364,-0.981850,-0.058123,0.180534
251,66,6,0.026923,-4.023619,-24.313340,-0.615163,0.000000,-0.788026,0.615642
252,66,6,0.590123,-4.074680,-24.171021,-0.856338,0.981850,0.058123,-0.180534
253,66,6,0.026932,-4.131371,-24.028720,-1.104099,0.000000,0.791257,-0.611484
254,67,6,0.589620,-4.304741,8.045888,-0.856403,-0.982430,0.000378,0.186633
255,67,6,0.026907,-4.243119,7.903662,-0.615256,0.000000,-0.789121,0.614237
256,67,6,0.589574,-4.286338,8.045909,-0.856376,0.982430,-0.000378,-0.186633
257,67,6,0.026945,-4.336551,8.188329,-1.104122,0.000000,-0.414900,-0.909867
258,68,6,0.589438,-4.295947,14.573666,-0.856453,-0.982696,-0.000746,0.185225
259,68,6,0.026908,-4.234599,14.431442,-0.615253,0.000000,-0.789062,0.614313
260,68,6,0.589393,-4.277544,14.573687,-0.856427,0.982696,0.000746,-0.185225
261,68,6,0.026945,-4.327618,14.716107,-1.104123,0.000000,0.791803,-0.610776
262,69,6,0.589632,-4.305676,3.320849,-0.856399,-0.982411,0.000081,0.186730
263,69,6,0.026907,-4.243985,3.178624,-0.615255,0.000000,0.414028,0.910264
264,69,6,0.589587,-4.287273,3.320871,-0.856372,0.982411,-0.000081,-0.186730
265,69,6,0.026945,-4.337555,3.463291,-1.104123,0.000000,0.791910,-0.610638
266,70,6,0.590706,-4.210109,-18.948849,-0.856076,-0.980879,-0.007469,0.194475
267,70,6,0.026915,-4.145002,-19.091119,-0.615230,0.000000,-0.789371,0.613917
268,70,6,0.590661,-4.191706,-18.948828,-0.856049,0.980879,0.007469,-0.194475
269,70,6,0.026931,-4.244852,-18.806489,-1.104076,0.000000,0.792468,-0.609914
270,71,6,0.591940,-4.290845,26.323717,-0.856162,-0.978540,0.042083,0.201713
271,71,6,0.026901,-4.231295,26.181443,-0.615306,0.000000,0.414188,0.910192
272,71,6,0.591900,-4.272441,26.323739,-0.856140,0.978540,-0.042083,-0.201713
273,71,6,0.026943,-4.320426,26.466112,-1.104104,0.000000,0.792797,-0.609486
274,72,6,0.590884,-4.336587,25.018148,-0.856257,-0.980312,0.026555,0.195659
275,72,6,0.026903,-4.276298,24.875887,-0.615288,0.000000,-0.383827,0.923405
276,72,6,0.590843,-4.318184,25.018170,-0.856234,0.980312,-0.026555,-0.195659
277,72,6,0.026944,-4.366801,25.160557,-1.104112,0.000000,0.792499,-0.609873
278,73,6,0.589339,-4.001703,-25.476592,-0.856761,-0.983094,-0.079786,0.164801
