face_id,solid_index,surface_type,area,center_x,center_y,center_z,normal_x,normal_y,normal_z
731,31,0,0.000495,-2.451407,7.998401,0.569686,1.000000,0.000000,0.000000
732,31,0,0.025401,-2.558907,8.075765,0.554932,0.000000,0.432447,0.901660
733,31,0,0.024664,-2.558907,8.071776,0.534389,0.000000,-0.195090,-0.980785
734,31,1,0.003067,-2.457512,8.142990,0.249661,0.662709,-0.381514,0.644410
735,31,1,0.002980,-2.457507,8.155448,0.236928,0.662709,0.529536,-0.529536
736,31,0,0.000495,-2.451407,8.105745,0.209488,1.000000,0.000000,0.000000
737,31,1,0.002980,-2.457507,8.092043,0.315626,0.662709,0.353018,-0.660451
738,31,0,0.024664,-2.558907,8.115626,0.323059,0.000000,0.471397,-0.881921
739,31,1,0.003067,-2.457512,8.083817,0.331427,0.662709,-0.178024,0.727410
740,31,0,0.000495,-2.451407,8.036514,0.303796,1.000000,0.000000,0.000000
741,31,0,0.025401,-2.558907,8.105677,0.341470,0.000000,-0.237721,0.971333
742,31,1,0.003067,-2.457512,8.576738,0.201815,0.662709,-0.706458,-0.248465
743,31,1,0.002980,-2.457507,8.591657,0.211550,0.662709,0.622669,0.416054
744,31,0,0.000495,-2.451407,8.608873,0.157448,1.000000,0.000000,0.000000
745,31,0,0.025401,-2.558907,8.564601,0.222585,0.000000,-0.943356,-0.331784
746,31,1,0.002980,-2.457507,8.186372,0.768450,0.662709,-0.622669,-0.416054
747,31,1,0.003067,-2.457512,8.201291,0.778185,0.662709,0.706458,0.248465
748,31,0,0.000495,-2.451407,8.169156,0.822552,1.000000,0.000000,0.000000
749,31,0,0.025401,-2.558907,8.213428,0.757415,0.000000,0.943356,0.331784
750,31,0,0.024664,-2.558907,8.196080,0.745709,0.000000,-0.831470,-0.555570
751,31,0,0.025401,-2.558907,8.188062,0.738916,0.000000,0.906293,0.422651
752,31,1,0.003067,-2.457512,8.173947,0.758397,0.662709,0.678702,0.316514
753,31,1,0.002980,-2.457507,8.160055,0.747247,0.662709,-0.578890,-0.475083
754,31,0,0.000495,-2.451407,8.137619,0.799400,1.000000,0.000000,0.000000
755,31,1,0.003067,-2.457512,8.100829,0.302276,0.662709,-0.248465,0.706458
756,31,1,0.002980,-2.457507,8.110564,0.287357,0.662709,0.416054,-0.622669
757,31,0,0.000495,-2.451407,8.056463,0.270141,1.000000,0.000000,0.000000
758,31,0,0.025401,-2.558907,8.121600,0.314413,0.000000,-0.331784,0.943356
759,31,1,0.003067,-2.457512,8.223350,0.188593,0.662709,-0.552149,0.505914
760,31,1,0.002980,-2.457507,8.238968,0.180025,0.662709,0.660451,-0.353018
761,31,0,0.000495,-2.451407,8.199371,0.139338,1.000000,0.000000,0.000000
762,31,0,0.025401,-2.558907,8.235947,0.209088,0.000000,-0.737302,0.675564
763,31,1,0.003067,-2.457512,8.677200,0.677724,0.662709,0.248465,-0.706458
764,31,1,0.002980,-2.457507,8.667465,0.692643,0.662709,-0.416054,0.622669
765,31,0,0.000495,-2.451407,8.721566,0.709859,1.000000,0.000000,0.000000
766,31,0,0.025401,-2.558907,8.656429,0.665587,0.000000,0.331784,-0.943356
767,31,1,0.271998,-2.550406,8.389014,0.489981,0.000000,0.755929,-0.654654
768,31,0,0.202378,-2.451407,8.389014,0.490000,1.000000,0.000000,0.000000
769,32,1,0.194588,-5.056673,6.694342,0.256550,-0.339422,0.000000,0.940634
770,32,6,0.000891,-5.174769,7.435159,0.551805,0.117788,-0.620422,0.775373
771,32,6,0.000174,-5.199644,7.412846,0.527129,0.307467,-0.948656,0.074270
772,32,1,0.013799,-5.298067,7.363788,0.557557,0.406189,-0.626143,0.665549
773,32,6,0.000396,-5.209054,7.188265,0.525239,0.163239,0.983719,0.075168
774,32,6,0.001720,-5.180376,7.168144,0.552980,0.047569,0.644455,0.763161
775,32,0,0.015824,-5.292546,7.229871,0.501649,0.464073,0.885797,0.000000
776,32,1,0.410626,-5.065753,7.541764,0.518241,-0.381246,0.000000,-0.924473
777,32,1,0.023656,-5.314574,7.397078,0.555756,0.357154,-0.550555,-0.754539
778,32,0,0.012548,-5.342488,7.397441,0.520045,-0.544231,0.838935,0.000000
779,32,1,0.021311,-5.330930,7.390557,0.483315,-0.384830,0.593217,-0.707107
780,32,1,0.020123,-5.331680,7.198949,0.483335,-0.330048,-0.625354,-0.707107
781,32,6,0.010704,-5.303030,7.225311,0.557277,0.375010,0.714334,0.590841
782,32,0,0.017049,-5.288393,7.356422,0.501563,0.544231,-0.838935,0.000000
783,32,0,0.011903,-5.342488,7.191020,0.520045,-0.466759,-0.884385,0.000000
784,32,1,0.023011,-5.311351,7.193274,0.554915,0.279649,0.529862,-0.800651
785,32,0,0.015500,-5.294451,7.304851,0.470000,0.000000,0.000000,-1.000000
786,32,6,0.015388,-4.986481,7.009598,0.442341,0.977233,-0.203941,-0.058516
787,32,6,0.020552,-5.068344,7.040405,0.584288,0.965507,0.206334,0.158815
788,32,6,0.016460,-5.143336,7.003124,0.440624,-0.950285,-0.305609,-0.059681
789,32,6,0.002198,-4.983567,7.045705,0.395894,0.991986,0.041545,-0.119318
790,32,6,0.001492,-5.145974,7.028502,0.365875,-0.990369,-0.016766,-0.137432
791,32,6,0.165281,-5.067093,7.225485,0.369453,-0.713734,0.269254,-0.646596
